filename, TwoWheelers, ambulance, auto-rikshaw, bus, car, firetruck, police vehicle
2_jpg.rf.853b17ffbc557995df9503939ce76a82.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-55-_jpg.rf.85226925531dbc14fffaadd85d7f6b3b.jpg, 0, 0, 0, 0, 0, 0, 0
22_jpg.rf.851e86cd7a2f13ef1b4a50ece3871a98.jpg, 0, 0, 0, 0, 0, 1, 0
141_jpg.rf.8517638b5acfe55c788a106d04e0ae26.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-412-_jpg.rf.855b2290264a3a63d9da33202d1fb72f.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-154-_jpg.rf.85762c2bb4d68d8688c9e910ef5687f1.jpg, 0, 0, 0, 0, 0, 0, 0
images-5-_jpeg.rf.85a5539edeefbaa1ca691a9abe134d44.jpg, 0, 0, 0, 0, 1, 0, 0
12_jpg.rf.85cc5dcbdfcb2a4f221fe712c312ecc8.jpg, 0, 0, 0, 0, 0, 0, 1
11_jpg.rf.85cc853274b2d41c89b98eb4ff5fb331.jpg, 0, 0, 0, 0, 0, 1, 0
25_jpg.rf.85da33b2508c31644bdc7fd97b41cf9d.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-15-_jpeg_jpg.rf.85630132e1ca3f8805158a55fa40cda0.jpg, 0, 0, 0, 0, 0, 0, 0
images-1-_jpeg.rf.85b20014697d23deaaacc132272becbf.jpg, 0, 0, 0, 0, 1, 0, 0
24_jpg.rf.85729984990422935c503e01f1748211.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-142-_jpg.rf.861f82e1379acd5529907097fceecb78.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-240-_jpg.rf.861a54b60b430f07fcbaddd1447d2503.jpg, 0, 0, 0, 0, 0, 0, 0
216_jpg.rf.8589f1643ed0d409e747950164ac38b8.jpg, 0, 0, 0, 0, 0, 0, 1
mariya-ambulance-mobile-mortuary-service-sooranad-sooranadu-north-kollam-government-organisations-1fgay473ey_jpg.rf.85ca290981ae95ba37f5d90d4beb7334.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-270-_jpg.rf.855980d3d4969ad5dd7f095052d46ee9.jpg, 0, 1, 0, 0, 0, 0, 0
new-delhi-india-june-17-260nw-1758724742_jpg.rf.86273b5762f5bc593cfe8b6587081d0d.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-254-_jpg.rf.85ff9210744c3e8a54f4b8c8807792ce.jpg, 0, 1, 0, 0, 0, 0, 0
19_jpg.rf.860b2913f2de4c7ceb7b6e080539abf8.jpg, 0, 0, 0, 0, 0, 0, 1
24_jpg.rf.85d3092ee75b522b416bfa0d2537eceb.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-331-_jpg.rf.8600da86f13bd0cc44af32ca5076da7c.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-128-_jpg.rf.857a466e39631f69083db1eea668305e.jpg, 0, 0, 0, 0, 0, 0, 0
141_jpg.rf.860d6e02b0ca028f2f82f923fc6140e1.jpg, 0, 0, 0, 0, 0, 1, 0
9_jpg.rf.85fab684c4afc44332eb353e7207bc08.jpg, 0, 0, 0, 0, 0, 0, 0
day2_mp4-8_jpg.rf.85878bc95fd448b71b15afcd54cacc6b.jpg, 0, 0, 1, 0, 0, 0, 1
13_jpg.rf.85dc6b05c2cfcb0b2f1613a467cfef4f.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-464-_jpg.rf.85a06faa655341275c407a694dbcfe58.jpg, 0, 1, 0, 0, 0, 0, 0
colorful-decorated-tata-truck-in-alappuzha-kerala-state-of-southern-EDX5MJ_jpg.rf.8551e484d716f57664989bbdef719f20.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-10-_jpg.rf.8619d133a1e78cf4cf2ff3fe392da22c.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-200-_jpg.rf.864dba81f8e826cc6f17f363dded3bb1.jpg, 0, 0, 0, 0, 0, 0, 0
12_jpg.rf.86477f03b528ee0aba7ecc0c5640b497.jpg, 0, 0, 0, 0, 0, 0, 1
171_jpg.rf.863678cefd25b0376f91afa4d871391e.jpg, 0, 0, 0, 0, 0, 1, 0
29_jpg.rf.869a28a99bee7f38073901ff0fd2a2e6.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-36-_jpg.rf.864d7a8f7e2963b6e12c1322e6eceda2.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-77-_jpg.rf.8698115fda2ee7ce8bac2b8223516114.jpg, 0, 0, 0, 0, 0, 0, 0
2_jpg.rf.86967957fa9fc408ccd87a7f7329e4c3.jpg, 0, 0, 0, 0, 0, 0, 1
Screenshot-from-2024-04-22-14-29-28_png_jpg.rf.866ce3dee2653f32713418f31ca304ae.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-424-_jpg.rf.8645120467d1d83b4ee57ab1eacce89c.jpg, 0, 1, 0, 0, 0, 0, 0
27911888892_81417fdd8a_b_jpg.rf.864c43999f8de5c01966fd65dcfc5d17.jpg, 0, 0, 0, 1, 0, 0, 0
ambulance-66-_jpg.rf.867876681088abac905bfe7c8a6d17d0.jpg, 0, 1, 0, 0, 0, 0, 0
Screenshot-from-2024-04-22-14-29-28_png_jpg.rf.867fe92093fc5235d923bd06f1779642.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-18-_jpeg_jpg.rf.8676d12e6666715b815ed39b78d5820d.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-206-_jpg.rf.8651437adcb7f5054f1409f0f5278c5a.jpg, 0, 1, 0, 0, 0, 0, 0
199_jpg.rf.868d5fce5235486e075fbf6fe4272486.jpg, 0, 1, 0, 0, 0, 0, 0
196814_Veh1_2_jpg.rf.86b55a05521c42b5329c1bfc2c16cf11.jpg, 0, 0, 0, 0, 1, 0, 0
ambulance-32-_jpeg_jpg.rf.86a46a58cb7a222e2f0d8f1764e2e649.jpg, 0, 1, 0, 0, 0, 0, 0
day2_mp4-20_jpg.rf.86a066996e574ad8f6917971c893c4ba.jpg, 1, 0, 1, 1, 1, 0, 0
ambulance-383-_jpg.rf.86e22d8cb18f9728bcd8716e660fe6e1.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-89-_jpg.rf.869d465df97f793597605ba69ef11fa8.jpg, 0, 1, 0, 0, 0, 0, 0
17_jpg.rf.86ce0b74ce6f3110de4c28979eba5ffa.jpg, 0, 0, 0, 0, 0, 0, 1
detection2_mp4-7_jpg.rf.86c42f552e3ff88319e6d26871e2bb06.jpg, 0, 0, 1, 0, 1, 0, 0
glanza-facelift-right-front-three-quarter_jpeg.rf.870aa544794d32718ae5bf5fabcab9f5.jpg, 0, 0, 0, 0, 1, 0, 0
day2_mp4-17_jpg.rf.86fd0e6c5d3f978bb52712ea5a7509b6.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-4-_jpg.rf.862f042d19912bcf6fb1471db62d827d.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-455-_jpg.rf.86fcf727a753264ff10873843ba234f1.jpg, 0, 0, 0, 0, 0, 0, 0
136_jpg.rf.870007946ffbeb0a432f4bab4fe80349.jpg, 0, 0, 0, 0, 0, 1, 0
2_jpg.rf.87079e763361cb907025238654237061.jpg, 0, 0, 0, 0, 0, 1, 0
155_jpg.rf.86f71a0974c52d4a51da268e4d2bc146.jpg, 0, 0, 0, 0, 0, 0, 1
new-delhi-india-june-17-260nw-1758724742_jpg.rf.86ea5005d0c41f341fc64f1e019b6422.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-318-_jpg.rf.86f0a875c03596a621123f99a42892e1.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-12-_jpg.rf.871a53f10469eeb71cfa1ea0b301a106.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-331-_jpg.rf.86fbd729c2e166f198413640cca996e8.jpg, 0, 0, 0, 0, 0, 0, 0
197506_Veh1_1_jpg.rf.87575d13274cac7d482a2e5c466cc9b0.jpg, 0, 0, 0, 0, 1, 0, 0
ambassador-car-cochin-kerala-india-BEPFC0_jpg.rf.870aed6e1561637b016f1dafee942781.jpg, 0, 0, 0, 0, 1, 0, 0
1661243092_Alto-k10_png.rf.874620e2038230667080069213d3081f.jpg, 0, 0, 0, 0, 1, 0, 0
gettyimages-1079993974-2048x2048_jpg.rf.8749abc7d7afb35765fac056aa0071f7.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-157-_jpg.rf.8743e01700fe11e30ec84073c655e558.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-57-_jpg.rf.8721f8472ade8e42411906498cc8c634.jpg, 0, 1, 0, 0, 0, 0, 0
Screenshot-from-2024-04-22-14-29-28_png_jpg.rf.871b1b44729869ca3b0792c1a01ec133.jpg, 0, 1, 0, 0, 0, 0, 0
decorated-long-distance-trucks-parked-by-roadside-in-kochi-kerala-F1CW9H_jpg.rf.8728819798f1c4ae9043b9059d1c9263.jpg, 0, 0, 0, 0, 0, 0, 0
7_jpg.rf.87697a257b673c54924781e70f912526.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-194-_jpg.rf.87791b8f2960decd461507dc5fbe7112.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-154-_jpg.rf.875159ebeb9acaa6c1858aef359d0e43.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-336-_jpg.rf.87761395f729f0c94a028c0a7aaf71ea.jpg, 0, 1, 0, 0, 0, 0, 0
17_jpg.rf.875d993c6f31d3ebbc0f2d6c9337e239.jpg, 0, 0, 0, 0, 0, 1, 0
eqc-exterior-right-front-three-quarter-1024x579_jpeg.rf.8790c2f8d5ea28953d68bfc22f70ec36.jpg, 0, 0, 0, 0, 1, 0, 0
ambulance-196-_jpg.rf.87709e57428fa9d338f0330f03513274.jpg, 0, 1, 0, 0, 0, 0, 0
day2_mp4-18_jpg.rf.87287ead6008a6e9a344b3d5c2bf5c74.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-180-_jpg.rf.87614172f5e9b03c493c0056ae3d1e30.jpg, 0, 1, 0, 0, 0, 0, 0
9_jpg.rf.8794f199626c6d41675e8e93e3394a67.jpg, 0, 0, 0, 0, 0, 0, 1
18_jpg.rf.879f8252f251bee2893a1baacae46cab.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-225-_jpg.rf.87b94612bcb5092d97d7a7cfa8339f80.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-183-_jpg.rf.87af7c367c381a0c0b2ba9b63aedf17c.jpg, 0, 1, 0, 0, 0, 0, 0
23_jpg.rf.87920f37fab6a775485522f6e0c2c974.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-154-_jpg.rf.87bdb7e576d232092a6d0b255eadc3b5.jpg, 0, 0, 0, 0, 0, 0, 0
1_jpg.rf.879c5000d74b8bc2dc55f3b6d5547584.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-4-_jpg.rf.880021cb7f5a796daa2f922857d157fe.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-244-_jpg.rf.87ed091d9dc502d061af552d59224894.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-301-_jpg.rf.87b9c7bf2db9aa8229a9f6bb662b5e48.jpg, 0, 1, 0, 0, 0, 0, 0
10_jpg.rf.8800990e5714c7c7cf590298dd33aaca.jpg, 0, 0, 0, 0, 0, 0, 1
151_jpg.rf.87cd3c8c2ade559ba2f5932f2abf8fad.jpg, 0, 0, 0, 0, 1, 0, 0
ambulance-176-_jpg.rf.87ed7985bcd5872d4917a4fab482305e.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-383-_jpg.rf.87fef55cf4d508a1e5ba0c86f795f6e8.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-381-_jpg.rf.87cc817edff95816e823de9c4b5d9b55.jpg, 0, 0, 0, 0, 0, 0, 0
29_jpg.rf.8805f8d28e9297700e046553be9da7fc.jpg, 0, 0, 0, 0, 0, 0, 1
10_jpg.rf.88151827a0aa1eb9c7659883d3bb8dc0.jpg, 0, 0, 0, 0, 0, 0, 1
2014-Maruti-Suzuki-Swift-VXI-Used-Car-Kaduthuruthy-Kottayam-Kerala-back-313x234_jpg.rf.87ffe408f77a4976af5f2fdd809310d8.jpg, 0, 0, 0, 0, 1, 0, 0
india-kerala-truck-decorated-new-year-turn-the-year-truck-truck-H3WFCY_jpg.rf.87fd4f572f68eb1e9a5480e30d0b0c26.jpg, 0, 0, 0, 0, 0, 0, 0
27_jpg.rf.87c68af56e441d9d2266a5b38220dd99.jpg, 0, 0, 0, 0, 0, 1, 0
7_jpg.rf.880634df55dbeb1d5c5888879c18da8c.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-67-_jpg.rf.8800b18c35b398d3ce2c64e0aef31e52.jpg, 0, 0, 0, 0, 0, 0, 0
Screenshot-from-2024-04-26-08-43-55_png_jpg.rf.8816cd7b530aa70a41fcf73af7ec468f.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-256-_jpg.rf.881d63140fb89098cce1ef36a4636db3.jpg, 0, 0, 0, 0, 0, 0, 1
12_jpg.rf.8855dfd146c0becf723083db2a946f9f.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-396-_jpg.rf.8852aa6d5b466c3cc9d65bbaa39392b1.jpg, 0, 1, 0, 0, 0, 0, 0
1_jpg.rf.88180088ceead34067152aa9c8d8cdb7.jpg, 0, 0, 0, 0, 0, 0, 1
18_jpg.rf.8845c031630a8927b950875217f21411.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-291-_jpg.rf.88a1b8c26210ac4cb1744b4c3af13810.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-traveller_jpg.rf.885768b6d4e5624a6d00583461142877.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-271-_jpg.rf.8854caa45d064e49d4ea52840c7a10b0.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-14-_jpeg_jpg.rf.8890f2ed28863119d6e9951d35ed1ec1.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-1_jpeg.rf.885f95cd475a39dbd4b813a075ea0ba4.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-110-_jpg.rf.889a05d38e2e63d7f4058033dfbbafcd.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-158-_jpg.rf.888898e2ab436a5ba811360f717c9a50.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-6-_png_jpg.rf.88a45daabbbc39b7e9baedaed8d1c10f.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-5-_jpeg_jpg.rf.88db1626d870466a9c5e0cfaf2df5570.jpg, 0, 0, 0, 0, 0, 0, 0
ambassador-car-cochin-kerala-india-BEPFC0_jpg.rf.885e40803d82b27be4a7b3264d43de02.jpg, 0, 0, 0, 0, 1, 0, 0
ambulance-250-_jpg.rf.88e06031feb438cb131195f6e7753806.jpg, 0, 0, 0, 0, 0, 0, 0
20_jpg.rf.88a75a9c0a4c31f22674577130fac145.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-415-_jpg.rf.88f0df6c88383c5e009f3bad82f68947.jpg, 0, 1, 0, 0, 0, 0, 1
2014-Maruti-Suzuki-Swift-VXI-Used-Car-Kaduthuruthy-Kottayam-Kerala-back-313x234_jpg.rf.891144348e278df0aa06b5be01165798.jpg, 0, 0, 0, 0, 1, 0, 0
2_jpg.rf.88b415913cd0e2b3f92069c96838c0e2.jpg, 0, 0, 0, 0, 0, 0, 0
colourful-indian-bus-kerala-HJ41KT_jpg.rf.88f8ce920b0efaf353645c35c857de2f.jpg, 0, 0, 0, 1, 0, 0, 0
ambulance-184-_jpg.rf.88f03e80777daea0d46324643e516c92.jpg, 0, 1, 0, 0, 0, 0, 0
day3_new_mp4-7_jpg.rf.8908f2c4a23d4fb3bc4a6ebfbb2ec860.jpg, 0, 0, 0, 0, 1, 0, 0
detection2_mp4-10_jpg.rf.88d185116285d36be0033e03abb0953b.jpg, 0, 0, 0, 0, 1, 0, 0
2_jpg.rf.892a60af44ebe9796937d30dd3e5ea56.jpg, 0, 0, 0, 0, 0, 1, 0
113_jpg.rf.88dab292f4aa347af3b8d3e4801a0bfb.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-11-_jpeg_jpg.rf.88dceacba7f0587462fc2416ff050c70.jpg, 0, 1, 0, 0, 0, 0, 0
125_jpg.rf.88e0dfbdcc40adce7fa8c1aef24ff7ea.jpg, 0, 0, 0, 0, 0, 0, 1
224_jpg.rf.88b89365a1cd879d1e4f0ef59f283145.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-282-_jpg.rf.88d5ef39b2f1c9706fe1b976f660afd5.jpg, 0, 0, 0, 0, 0, 0, 0
Indian_Ambulance_jpg.rf.88aa810bcdec0aebc8024d5ec570b5e3.jpg, 0, 1, 0, 0, 0, 0, 0
New-video-01_mp4-3_jpg.rf.893f64b02f0577e44fbbbba5fe5815df.jpg, 0, 0, 1, 0, 1, 0, 0
9_jpg.rf.892509c3ee867fb2e04a556e97a3c1c8.jpg, 0, 0, 0, 0, 0, 0, 1
22_jpg.rf.88e3db14f781436b52fde8cf2d8e225f.jpg, 0, 0, 0, 0, 0, 1, 0
197_jpg.rf.894ac0587a7e7a54beece9d108513124.jpg, 0, 0, 0, 0, 0, 0, 1
18_jpg.rf.890e3970850f10ee2d4cff14bea6965d.jpg, 0, 0, 0, 0, 0, 1, 0
day3_new_mp4-10_jpg.rf.892713fdce862f22709aa33992f73a9f.jpg, 1, 0, 0, 0, 0, 0, 0
119_jpg.rf.8934156fe444ef4d9c67416088c6245d.jpg, 0, 0, 0, 0, 0, 1, 0
decorated-tata-truck-on-the-roadside-at-varkala-kerala-india-B22N5K_jpg.rf.891f0550e61482eecfaddd8d15445871.jpg, 0, 0, 0, 0, 0, 0, 0
6_jpg.rf.8946479d6d7ba524c7303308701d0515.jpg, 0, 0, 0, 0, 0, 1, 0
166_jpg.rf.88dd29b4baabdb42f70eaea3c2dd9be8.jpg, 0, 0, 0, 0, 0, 0, 1
15_jpg.rf.891d57f025b66338584cc7f59a932b00.jpg, 0, 0, 0, 0, 0, 1, 0
Traffic_Speed_Interceptor_-_Vehicles_with_speed_camera_used_by_Bangalore_Police-_India_jpg.rf.896815c1bf62eaad368af83d0f2e095b.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-383-_jpg.rf.894b358d2b3f3009ccf16eb580d72e57.jpg, 0, 0, 0, 0, 0, 0, 0
11_jpg.rf.8950232c0e8041ecff060090fbdf049f.jpg, 0, 0, 0, 0, 0, 0, 1
colorful-passenger-bus-plying-kozhikode-vazhikkadavu-vazhikkadavu-malayapuram-kerala-india-january-31st-2014-colorful-passenger-bus-plying-265210899_jpg.rf.8967d8b3395e5f303c4ac7530a756cbb.jpg, 0, 0, 0, 1, 0, 0, 0
old-ambasidor-car-bg_jpg.rf.88fa9d24d0e107d4b0d6c967d137986c.jpg, 0, 0, 0, 0, 1, 0, 0
28_jpg.rf.896d5ace3c3be641e35e308fb6c9c7a3.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-307-_jpg.rf.8995cb4130e5d6d973f632e45486ddab.jpg, 0, 0, 0, 0, 0, 0, 0
18_jpg.rf.898373755fba53ce39e81d0b8f0767b6.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-392-_jpg.rf.8986dd3d49f6745150b20da256d2dba9.jpg, 0, 0, 0, 0, 0, 0, 0
day3_new_mp4-12_jpg.rf.89d54315dbd9502e1c37ae6685176649.jpg, 0, 0, 1, 0, 1, 0, 0
9_jpg.rf.89d10b8007d98b0b9b66ef484ff704ff.jpg, 0, 0, 0, 0, 0, 0, 1
215_jpg.rf.89b83d52caefa3665ca4d03a95d564c1.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-421-_jpg.rf.89dbdddbe0d5303f70aee2753c6d2236.jpg, 0, 0, 0, 0, 0, 0, 0
5_jpg.rf.89a1b474352bcc2a97d8a034586e48af.jpg, 0, 0, 0, 0, 0, 1, 0
199_jpg.rf.896dadcca5dde2021442071ae6780f76.jpg, 0, 1, 0, 0, 0, 0, 1
tuk-tuk-local-taxi-ride-of-kerala-india-auto-rickshaw-EEWAR4_jpg.rf.89ef172e90a29f1c7b02063ba5bdc228.jpg, 0, 0, 1, 0, 0, 0, 0
30_jpg.rf.89e50f47173c5a06331f9885649f140a.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-317-_jpg.rf.89ba6753994d32de8ce51d1e6ea56f32.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-303-_jpg.rf.89bf7b47240225a543b1826bfec34615.jpg, 0, 1, 0, 0, 0, 0, 0
force-gurkha-kerala-police-fleet-06f2_jpeg.rf.89f43b121ba2e0741863082badc247eb.jpg, 0, 0, 0, 0, 0, 0, 1
21_jpg.rf.89bcad26650d41643d4efdb4bd4789ba.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-421-_jpg.rf.89b73ee492b18f52e367fca53462780e.jpg, 0, 0, 0, 0, 0, 0, 0
215_jpg.rf.89a441312b2914531516ca93235f4749.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-124-_jpg.rf.89d8e960773ca97480111223d1e24194.jpg, 0, 1, 0, 0, 0, 0, 0
2_jpg.rf.8a1847d87156e63b25331cb519a3aa27.jpg, 0, 0, 0, 0, 0, 1, 0
36_jpg.rf.8a20d1d95456ae4cfd9b3e4467da1a7b.jpg, 0, 1, 0, 0, 0, 0, 0
local-bus-kerala-india-BAMTB4_jpg.rf.89dd4bb0d1c75ac653414f083563866b.jpg, 0, 0, 0, 1, 0, 0, 0
ElectricVehicle_Kerala_Anert_06112020_1200-1-_jpeg.rf.8a2cfda6fad788a4641928b3b10a5ef0.jpg, 0, 0, 0, 0, 1, 0, 0
2014-Maruti-Suzuki-Swift-VXI-Used-Car-Kaduthuruthy-Kottayam-Kerala-back-313x234_jpg.rf.89fdf460a7914e6a85cf9f8ffaa7fd5f.jpg, 0, 0, 0, 0, 1, 0, 0
17_jpg.rf.8a2d3785fb5bfe8d740336f74bd2098f.jpg, 0, 0, 0, 0, 0, 1, 0
ambulance-402-_jpg.rf.8a35b50ec0755744f8c752f1903f391c.jpg, 0, 1, 0, 0, 0, 0, 0
day2_mp4-17_jpg.rf.8a072264b327da83564b5a24fd532937.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-442-_jpg.rf.8a0ab2ca9eef6788d0f21ecea6865c78.jpg, 0, 1, 0, 0, 0, 0, 0
14_jpg.rf.8a29aad0f51f2ab6bae4eadfbdbd05b1.jpg, 0, 0, 0, 0, 0, 1, 0
Traffic_Speed_Interceptor_-_Vehicles_with_speed_camera_used_by_Bangalore_Police-_India_jpg.rf.8a36288b2d5e9f5269ce6945ad573dd3.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-52-_jpg.rf.8a29bd169fb3e0b5022648b8b32b9666.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-415-_jpg.rf.8a2ed84dd5369db3170d5f008a89af81.jpg, 0, 0, 0, 0, 0, 0, 1
127_jpg.rf.8a5582aac82fc68e600fe2d50e4c3191.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-12-_jpeg_jpg.rf.8a1242fd465893aaec42cb303384c727.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-387-_jpg.rf.8a44bcfb1c8eb4dcca0848c95f9d2f7e.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-372-_jpg.rf.8a4561c6d64bcb5baf84ba30672ace70.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-52-_jpg.rf.8a51068d3357b5576f265e9304954e2b.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-158-_jpg.rf.8a2ba4936cee9dc270ad081fa72d4f6b.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-405-_jpg.rf.8a9460870c1ab3f86c1a94a303ffb083.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-232-_jpg.rf.8a4e59f7e1c8079f7f8683d6c2b0083d.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-107-_jpg.rf.8afa450f6db55a2581b4dd45f5532167.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-230-_jpg.rf.8b13e316f4a4c71bbd0ffa25b0ee3a2e.jpg, 0, 0, 0, 0, 0, 0, 0
36_jpg.rf.8a56cc8ad0565c958b71966baba75712.jpg, 0, 1, 0, 0, 0, 0, 0
ambulance-393-_jpg.rf.8b15d6a53938c7a819538e3c836c71fc.jpg, 0, 0, 0, 0, 0, 0, 0
ambulance-77-_jpg.rf.8ad7f6e9d060efd7898deba5183a9204.jpg, 0, 0, 0, 0, 0, 0, 0
decorated-long-distance-trucks-parked-by-roadside-in-kochi-kerala-F1CW9H_jpg.rf.8b1332beddc10f9423efeb02cd4130e4.jpg, 0, 0, 0, 0, 0, 0, 0
23_jpg.rf.8a5dabb67c8d4cd9aeae3e359d142499.jpg, 0, 0, 0, 0, 0, 1, 0
165_jpg.rf.8b110b4b5df8bd301eb642eaa4c9f0a8.jpg, 0, 0, 0, 0, 0, 0, 1
ambulance-25-_jpg.rf.8a7b98680413bef5068cc51df58ca018.jpg, 0, 0, 0, 0, 0, 0, 0
